environment | time (ms),fast_sodium_current | i_Na (uA_per_mm2),L_type_Ca_channel | i_CaCa (uA_per_mm2),L_type_Ca_channel | i_CaK (uA_per_mm2),membrane | V (mV),plateau_potassium_current | i_Kp (uA_per_mm2),time_dependent_potassium_current | i_K (uA_per_mm2),time_independent_potassium_current | i_K1 (uA_per_mm2)
95.78,1.73781e-25,-0.0557714,0.00924212,27.2905,0.0202802,0.0292336,1.95447e-10
95.79,1.71899e-25,-0.0557728,0.00924053,27.2875,0.0202793,0.0292375,1.95628e-10
95.8,1.69987e-25,-0.0557741,0.00923893,27.2846,0.0202784,0.0292414,1.95809e-10
95.81,1.68046e-25,-0.0557754,0.00923734,27.2816,0.0202775,0.0292453,1.9599e-10
95.82,1.66076e-25,-0.0557768,0.00923574,27.2786,0.0202767,0.0292492,1.96172e-10
95.83,1.64077e-25,-0.0557781,0.00923415,27.2756,0.0202758,0.0292531,1.96353e-10
95.84,1.62049e-25,-0.0557794,0.00923256,27.2726,0.0202749,0.029257,1.96535e-10
95.85,1.59993e-25,-0.0557808,0.00923096,27.2696,0.020274,0.029261,1.96717e-10
95.86,1.57908e-25,-0.0557821,0.00922937,27.2666,0.0202731,0.0292649,1.96899e-10
95.87,1.55795e-25,-0.0557834,0.00922778,27.2637,0.0202722,0.0292688,1.97082e-10
95.88,1.53654e-25,-0.0557848,0.00922618,27.2607,0.0202714,0.0292727,1.97264e-10
95.89,1.51485e-25,-0.0557861,0.00922459,27.2577,0.0202705,0.0292766,1.97447e-10
95.9,1.49289e-25,-0.0557875,0.009223,27.2547,0.0202696,0.0292805,1.9763e-10
95.91,1.47065e-25,-0.0557888,0.00922141,27.2517,0.0202687,0.0292844,1.97813e-10
95.92,1.44814e-25,-0.0557901,0.00921982,27.2487,0.0202678,0.0292883,1.97996e-10
95.93,1.42536e-25,-0.0557915,0.00921822,27.2457,0.0202669,0.0292922,1.9818e-10
95.94,1.40232e-25,-0.0557928,0.00921663,27.2428,0.020266,0.0292961,1.98363e-10
95.95,1.37901e-25,-0.0557941,0.00921504,27.2398,0.0202652,0.0293,1.98547e-10
95.96,1.35544e-25,-0.0557955,0.00921345,27.2368,0.0202643,0.0293039,1.98731e-10
95.97,1.33162e-25,-0.0557968,0.00921186,27.2338,0.0202634,0.0293078,1.98915e-10
95.98,1.30753e-25,-0.0557981,0.00921027,27.2308,0.0202625,0.0293117,1.99099e-10
95.99,1.2832e-25,-0.0557995,0.00920868,27.2278,0.0202616,0.0293156,1.99284e-10
96,1.25862e-25,-0.0558008,0.00920709,27.2248,0.0202607,0.0293195,1.99469e-10
96.01,1.23379e-25,-0.0558021,0.0092055,27.2219,0.0202598,0.0293234,1.99653e-10
96.02,1.2118e-25,-0.0558035,0.00920391,27.2189,0.020259,0.0293273,1.99838e-10
96.03,1.21038e-25,-0.0558048,0.00920232,27.2159,0.0202581,0.0293312,2.00024e-10
96.04,1.20889e-25,-0.0558061,0.00920073,27.2129,0.0202572,0.0293351,2.00209e-10
96.05,1.20733e-25,-0.0558075,0.00919914,27.2099,0.0202563,0.029339,2.00394e-10
96.06,1.20571e-25,-0.0558088,0.00919755,27.2069,0.0202554,0.0293429,2.0058e-10
96.07,1.20403e-25,-0.0558101,0.00919596,27.2039,0.0202545,0.0293468,2.00766e-10
96.08,1.20227e-25,-0.0558115,0.00919437,27.2009,0.0202536,0.0293507,2.00952e-10
96.09,1.20046e-25,-0.0558128,0.00919278,27.198,0.0202527,0.0293546,2.01138e-10
96.1,1.19857e-25,-0.0558141,0.0091912,27.195,0.0202519,0.0293585,2.01325e-10
96.11,1.19662e-25,-0.0558155,0.00918961,27.192,0.020251,0.0293624,2.01511e-10
96.12,1.19461e-25,-0.0558168,0.00918802,27.189,0.0202501,0.0293663,2.01698e-10
96.13,1.19253e-25,-0.0558181,0.00918643,27.186,0.0202492,0.0293702,2.01885e-10
96.14,1.19038e-25,-0.0558195,0.00918485,27.183,0.0202483,0.0293741,2.02072e-10
96.15,1.18818e-25,-0.0558208,0.00918326,27.18,0.0202474,0.029378,2.0226e-10
96.16,1.1859e-25,-0.0558221,0.00918167,27.177,0.0202465,0.0293819,2.02447e-10
96.17,1.18357e-25,-0.0558235,0.00918009,27.1741,0.0202456,0.0293858,2.02635e-10
96.18,1.18116e-25,-0.0558248,0.0091785,27.1711,0.0202447,0.0293897,2.02823e-10
96.19,1.1787e-25,-0.0558261,0.00917691,27.1681,0.0202438,0.0293936,2.03011e-10
96.2,1.17617e-25,-0.0558274,0.00917533,27.1651,0.020243,0.0293975,2.03199e-10
96.21,1.17358e-25,-0.0558288,0.00917374,27.1621,0.0202421,0.0294014,2.03387e-10
96.22,1.17093e-25,-0.0558301,0.00917216,27.1591,0.0202412,0.0294053,2.03576e-10
96.23,1.16821e-25,-0.0558314,0.00917057,27.1561,0.0202403,0.0294092,2.03765e-10
96.24,1.16544e-25,-0.0558328,0.00916898,27.1531,0.0202394,0.0294131,2.03953e-10
96.25,1.1626e-25,-0.0558341,0.0091674,27.1502,0.0202385,0.029417,2.04143e-10
96.26,1.15969e-25,-0.0558354,0.00916581,27.1472,0.0202376,0.0294209,2.04332e-10
96.27,1.15673e-25,-0.0558368,0.00916423,27.1442,0.0202367,0.0294247,2.04521e-10
96.28,1.15371e-25,-0.0558381,0.00916265,27.1412,0.0202358,0.0294286,2.04711e-10
96.29,1.15062e-25,-0.0558394,0.00916106,27.1382,0.0202349,0.0294325,2.04901e-10
96.3,1.14748e-25,-0.0558407,0.00915948,27.1352,0.020234,0.0294364,2.05091e-10
96.31,1.14427e-25,-0.0558421,0.00915789,27.1322,0.0202332,0.0294403,2.05281e-10
96.32,1.14101e-25,-0.0558434,0.00915631,27.1292,0.0202323,0.0294442,2.05471e-10
96.33,1.13768e-25,-0.0558447,0.00915473,27.1262,0.0202314,0.0294481,2.05662e-10
96.34,1.1343e-25,-0.0558461,0.00915314,27.1232,0.0202305,0.029452,2.05853e-10
96.35,1.13086e-25,-0.0558474,0.00915156,27.1203,0.0202296,0.0294559,2.06044e-10
96.36,1.12736e-25,-0.0558487,0.00914998,27.1173,0.0202287,0.0294598,2.06235e-10
96.37,1.1238e-25,-0.05585,0.0091484,27.1143,0.0202278,0.0294637,2.06426e-10
96.38,1.12018e-25,-0.0558514,0.00914681,27.1113,0.0202269,0.0294676,2.06618e-10
96.39,1.11651e-25,-0.0558527,0.00914523,27.1083,0.020226,0.0294715,2.06809e-10
96.4,1.11278e-25,-0.055854,0.00914365,27.1053,0.0202251,0.0294754,2.07001e-10
96.41,1.109e-25,-0.0558554,0.00914207,27.1023,0.0202242,0.0294793,2.07193e-10
96.42,1.10515e-25,-0.0558567,0.00914049,27.0993,0.0202233,0.0294832,2.07385e-10
96.43,1.10126e-25,-0.055858,0.00913891,27.0963,0.0202224,0.029487,2.07578e-10
96.44,1.0973e-25,-0.0558593,0.00913732,27.0933,0.0202215,0.0294909,2.0777e-10
96.45,1.0933e-25,-0.0558607,0.00913574,27.0904,0.0202206,0.0294948,2.07963e-10
96.46,1.08923e-25,-0.055862,0.00913416,27.0874,0.0202197,0.0294987,2.08156e-10
96.47,1.08512e-25,-0.0558633,0.00913258,27.0844,0.0202189,0.0295026,2.08349e-10
96.48,1.08095e-25,-0.0558646,0.009131,27.0814,0.020218,0.0295065,2.08542e-10
96.49,1.07673e-25,-0.055866,0.00912942,27.0784,0.0202171,0.0295104,2.08736e-10
96.5,1.07245e-25,-0.0558673,0.00912784,27.0754,0.0202162,0.0295143,2.0893e-10
96.51,1.06813e-25,-0.0558686,0.00912626,27.0724,0.0202153,0.0295182,2.09124e-10
96.52,1.06375e-25,-0.0558699,0.00912468,27.0694,0.0202144,0.0295221,2.09318e-10
96.53,1.05932e-25,-0.0558713,0.0091231,27.0664,0.0202135,0.0295259,2.09512e-10
96.54,1.05484e-25,-0.0558726,0.00912153,27.0634,0.0202126,0.0295298,2.09706e-10
96.55,1.05031e-25,-0.0558739,0.00911995,27.0604,0.0202117,0.0295337,2.09901e-10
96.56,1.04573e-25,-0.0558752,0.00911837,27.0575,0.0202108,0.0295376,2.10096e-10
96.57,1.0411e-25,-0.0558766,0.00911679,27.0545,0.0202099,0.0295415,2.10291e-10
96.58,1.03642e-25,-0.0558779,0.00911521,27.0515,0.020209,0.0295454,2.10486e-10
96.59,1.0317e-25,-0.0558792,0.00911363,27.0485,0.0202081,0.0295493,2.10681e-10
96.6,1.02693e-25,-0.0558805,0.00911206,27.0455,0.0202072,0.0295532,2.10877e-10
96.61,1.0221e-25,-0.0558819,0.00911048,27.0425,0.0202063,0.0295571,2.11073e-10
96.62,1.01724e-25,-0.0558832,0.0091089,27.0395,0.0202054,0.0295609,2.11268e-10
96.63,1.01233e-25,-0.0558845,0.00910732,27.0365,0.0202045,0.0295648,2.11465e-10
96.64,1.00737e-25,-0.0558858,0.00910575,27.0335,0.0202036,0.0295687,2.11661e-10
96.65,1.00236e-25,-0.0558872,0.00910417,27.0305,0.0202027,0.0295726,2.11857e-10
96.66,9.97316e-26,-0.0558885,0.00910259,27.0275,0.0202018,0.0295765,2.12054e-10
96.67,9.92225e-26,-0.0558898,0.00910102,27.0245,0.0202009,0.0295804,2.12251e-10
96.68,9.8709e-26,-0.0558911,0.00909944,27.0216,0.0202,0.0295843,2.12448e-10
96.69,9.81913e-26,-0.0558925,0.00909787,27.0186,0.0201991,0.0295882,2.12645e-10
96.7,9.76693e-26,-0.0558938,0.00909629,27.0156,0.0201982,0.029592,2.12843e-10
96.71,9.71432e-26,-0.0558951,0.00909472,27.0126,0.0201973,0.0295959,2.1304e-10
96.72,9.6613e-26,-0.0558964,0.00909314,27.0096,0.0201964,0.0295998,2.13238e-10
96.73,9.60787e-26,-0.0558977,0.00909156,27.0066,0.0201955,0.0296037,2.13436e-10
96.74,9.55405e-26,-0.0558991,0.00908999,27.0036,0.0201946,0.0296076,2.13634e-10
96.75,9.49983e-26,-0.0559004,0.00908842,27.0006,0.0201937,0.0296115,2.13833e-10
96.76,9.44523e-26,-0.0559017,0.00908684,26.9976,0.0201928,0.0296153,2.14031e-10
96.77,9.39025e-26,-0.055903,0.00908527,26.9946,0.0201919,0.0296192,2.1423e-10
96.78,9.33489e-26,-0.0559043,0.00908369,26.9916,0.020191,0.0296231,2.14429e-10
96.79,9.27917e-26,-0.0559057,0.00908212,26.9886,0.0201901,0.029627,2.14628e-10
96.8,9.22309e-26,-0.055907,0.00908055,26.9856,0.0201892,0.0296309,2.14827e-10
96.81,9.16665e-26,-0.0559083,0.00907897,26.9826,0.0201883,0.0296348,2.15027e-10
96.82,9.10986e-26,-0.0559096,0.0090774,26.9796,0.0201874,0.0296387,2.15227e-10
96.83,9.05273e-26,-0.0559109,0.00907583,26.9767,0.0201865,0.0296425,2.15427e-10
96.84,8.99526e-26,-0.0559123,0.00907425,26.9737,0.0201856,0.0296464,2.15627e-10
96.85,8.93746e-26,-0.0559136,0.00907268,26.9707,0.0201847,0.0296503,2.15827e-10
96.86,8.87934e-26,-0.0559149,0.00907111,26.9677,0.0201838,0.0296542,2.16027e-10
96.87,8.82091e-26,-0.0559162,0.00906954,26.9647,0.0201829,0.0296581,2.16228e-10
96.88,8.76216e-26,-0.0559175,0.00906796,26.9617,0.020182,0.0296619,2.16429e-10
96.89,8.70311e-26,-0.0559189,0.00906639,26.9587,0.0201811,0.0296658,2.1663e-10
96.9,8.64376e-26,-0.0559202,0.00906482,26.9557,0.0201802,0.0296697,2.16831e-10
96.91,8.58412e-26,-0.0559215,0.00906325,26.9527,0.0201793,0.0296736,2.17033e-10
96.92,8.5242e-26,-0.0559228,0.00906168,26.9497,0.0201784,0.0296775,2.17234e-10
96.93,8.464e-26,-0.0559241,0.00906011,26.9467,0.0201775,0.0296813,2.17436e-10
96.94,8.40354e-26,-0.0559255,0.00905854,26.9437,0.0201766,0.0296852,2.17638e-10
96.95,8.3428e-26,-0.0559268,0.00905697,26.9407,0.0201757,0.0296891,2.1784e-10
96.96,8.28182e-26,-0.0559281,0.0090554,26.9377,0.0201748,0.029693,2.18043e-10
96.97,8.22058e-26,-0.0559294,0.00905383,26.9347,0.0201739,0.0296969,2.18245e-10
96.98,8.1591e-26,-0.0559307,0.00905226,26.9317,0.020173,0.0297007,2.18448e-10
96.99,8.09739e-26,-0.055932,0.00905069,26.9287,0.0201721,0.0297046,2.18651e-10
97,8.03544e-26,-0.0559334,0.00904912,26.9257,0.0201712,0.0297085,2.18854e-10
97.01,7.97328e-26,-0.0559347,0.00904755,26.9227,0.0201703,0.0297124,2.19058e-10
97.02,7.9109e-26,-0.055936,0.00904598,26.9198,0.0201693,0.0297163,2.19261e-10
97.03,7.84831e-26,-0.0559373,0.00904441,26.9168,0.0201684,0.0297201,2.19465e-10
97.04,7.78552e-26,-0.0559386,0.00904284,26.9138,0.0201675,0.029724,2.19669e-10
97.05,7.72254e-26,-0.0559399,0.00904127,26.9108,0.0201666,0.0297279,2.19873e-10
97.06,7.65938e-26,-0.0559413,0.00903971,26.9078,0.0201657,0.0297318,2.20077e-10
97.07,7.59603e-26,-0.0559426,0.00903814,26.9048,0.0201648,0.0297357,2.20282e-10
97.08,7.53252e-26,-0.0559439,0.00903657,26.9018,0.0201639,0.0297395,2.20487e-10
97.09,7.46883e-26,-0.0559452,0.009035,26.8988,0.020163,0.0297434,2.20692e-10
97.1,7.405e-26,-0.0559465,0.00903344,26.8958,0.0201621,0.0297473,2.20897e-10
97.11,7.34101e-26,-0.0559478,0.00903187,26.8928,0.0201612,0.0297512,2.21102e-10
97.12,7.27688e-26,-0.0559492,0.0090303,26.8898,0.0201603,0.029755,2.21308e-10
97.13,7.21261e-26,-0.0559505,0.00902874,26.8868,0.0201594,0.0297589,2.21513e-10
97.14,7.14822e-26,-0.0559518,0.00902717,26.8838,0.0201585,0.0297628,2.21719e-10
97.15,7.08371e-26,-0.0559531,0.0090256,26.8808,0.0201576,0.0297667,2.21925e-10
97.16,7.01908e-26,-0.0559544,0.00902404,26.8778,0.0201567,0.0297705,2.22132e-10
97.17,6.95435e-26,-0.0559557,0.00902247,26.8748,0.0201558,0.0297744,2.22338e-10
97.18,6.88951e-26,-0.055957,0.00902091,26.8718,0.0201548,0.0297783,2.22545e-10
97.19,6.82459e-26,-0.0559584,0.00901934,26.8688,0.0201539,0.0297822,2.22752e-10
97.2,6.75959e-26,-0.0559597,0.00901777,26.8658,0.020153,0.029786,2.22959e-10
97.21,6.6945e-26,-0.055961,0.00901621,26.8628,0.0201521,0.0297899,2.23166e-10
97.22,6.62935e-26,-0.0559623,0.00901464,26.8598,0.0201512,0.0297938,2.23374e-10
97.23,6.56414e-26,-0.0559636,0.00901308,26.8568,0.0201503,0.0297977,2.23582e-10
97.24,6.49888e-26,-0.0559649,0.00901152,26.8538,0.0201494,0.0298015,2.2379e-10
97.25,6.43356e-26,-0.0559662,0.00900995,26.8508,0.0201485,0.0298054,2.23998e-10
97.26,6.36821e-26,-0.0559675,0.00900839,26.8478,0.0201476,0.0298093,2.24206e-10
97.27,6.30283e-26,-0.0559689,0.00900682,26.8448,0.0201467,0.0298132,2.24414e-10
97.28,6.23743e-26,-0.0559702,0.00900526,26.8418,0.0201458,0.029817,2.24623e-10
97.29,6.172e-26,-0.0559715,0.0090037,26.8388,0.0201448,0.0298209,2.24832e-10
97.3,6.10657e-26,-0.0559728,0.00900213,26.8358,0.0201439,0.0298248,2.25041e-10
97.31,6.04114e-26,-0.0559741,0.00900057,26.8328,0.020143,0.0298286,2.2525e-10
97.32,5.97571e-26,-0.0559754,0.00899901,26.8298,0.0201421,0.0298325,2.2546e-10
97.33,5.9103e-26,-0.0559767,0.00899744,26.8268,0.0201412,0.0298364,2.2567e-10
97.34,5.84491e-26,-0.055978,0.00899588,26.8238,0.0201403,0.0298403,2.2588e-10
97.35,5.77955e-26,-0.0559793,0.00899432,26.8209,0.0201394,0.0298441,2.2609e-10
97.36,5.71422e-26,-0.0559807,0.00899276,26.8179,0.0201385,0.029848,2.263e-10
97.37,5.64894e-26,-0.055982,0.0089912,26.8149,0.0201376,0.0298519,2.2651e-10
97.38,5.5837e-26,-0.0559833,0.00898964,26.8119,0.0201366,0.0298557,2.26721e-10
97.39,5.51853e-26,-0.0559846,0.00898807,26.8089,0.0201357,0.0298596,2.26932e-10
97.4,5.45342e-26,-0.0559859,0.00898651,26.8059,0.0201348,0.0298635,2.27143e-10
97.41,5.38839e-26,-0.0559872,0.00898495,26.8029,0.0201339,0.0298674,2.27355e-10
97.42,5.32343e-26,-0.0559885,0.00898339,26.7999,0.020133,0.0298712,2.27566e-10
97.43,5.25857e-26,-0.0559898,0.00898183,26.7969,0.0201321,0.0298751,2.27778e-10
97.44,5.19379e-26,-0.0559911,0.00898027,26.7939,0.0201312,0.029879,2.2799e-10
97.45,5.12913e-26,-0.0559924,0.00897871,26.7909,0.0201303,0.0298828,2.28202e-10
97.46,5.06457e-26,-0.0559938,0.00897715,26.7879,0.0201293,0.0298867,2.28414e-10
97.47,5.00013e-26,-0.0559951,0.00897559,26.7849,0.0201284,0.0298906,2.28627e-10
97.48,4.93581e-26,-0.0559964,0.00897403,26.7819,0.0201275,0.0298944,2.28839e-10
97.49,4.87163e-26,-0.0559977,0.00897247,26.7789,0.0201266,0.0298983,2.29052e-10
97.5,4.80759e-26,-0.055999,0.00897091,26.7759,0.0201257,0.0299022,2.29266e-10
97.51,4.74369e-26,-0.0560003,0.00896935,26.7729,0.0201248,0.029906,2.29479e-10
97.52,4.67995e-26,-0.0560016,0.0089678,26.7699,0.0201239,0.0299099,2.29693e-10
97.53,4.61637e-26,-0.0560029,0.00896624,26.7669,0.020123,0.0299138,2.29906e-10
97.54,4.55295e-26,-0.0560042,0.00896468,26.7639,0.020122,0.0299176,2.3012e-10
97.55,4.48971e-26,-0.0560055,0.00896312,26.7609,0.0201211,0.0299215,2.30334e-10
97.56,4.42666e-26,-0.0560068,0.00896156,26.7579,0.0201202,0.0299254,2.30549e-10
97.57,4.36379e-26,-0.0560081,0.00896001,26.7549,0.0201193,0.0299292,2.30763e-10
97.58,4.30112e-26,-0.0560094,0.00895845,26.7519,0.0201184,0.0299331,2.30978e-10
97.59,4.23866e-26,-0.0560107,0.00895689,26.7489,0.0201175,0.029937,2.31193e-10
97.6,4.1764e-26,-0.0560121,0.00895533,26.7459,0.0201165,0.0299408,2.31408e-10
97.61,4.11437e-26,-0.0560134,0.00895378,26.7429,0.0201156,0.0299447,2.31624e-10
97.62,4.05255e-26,-0.0560147,0.00895222,26.7399,0.0201147,0.0299486,2.31839e-10
97.63,3.99097e-26,-0.056016,0.00895066,26.7369,0.0201138,0.0299524,2.32055e-10
97.64,3.92963e-26,-0.0560173,0.00894911,26.7339,0.0201129,0.0299563,2.32271e-10
97.65,3.86853e-26,-0.0560186,0.00894755,26.7309,0.020112,0.0299602,2.32487e-10
97.66,3.80769e-26,-0.0560199,0.008946,26.7279,0.020111,0.029964,2.32704e-10
97.67,3.7471e-26,-0.0560212,0.00894444,26.7249,0.0201101,0.0299679,2.32921e-10
97.68,3.68678e-26,-0.0560225,0.00894289,26.7219,0.0201092,0.0299717,2.33137e-10
97.69,3.62672e-26,-0.0560238,0.00894133,26.7189,0.0201083,0.0299756,2.33355e-10
97.7,3.56695e-26,-0.0560251,0.00893978,26.7159,0.0201074,0.0299795,2.33572e-10
97.71,3.50746e-26,-0.0560264,0.00893822,26.7128,0.0201065,0.0299833,2.33789e-10
97.72,3.44827e-26,-0.0560277,0.00893667,26.7098,0.0201055,0.0299872,2.34007e-10
97.73,3.38937e-26,-0.056029,0.00893511,26.7068,0.0201046,0.0299911,2.34225e-10
97.74,3.33077e-26,-0.0560303,0.00893356,26.7038,0.0201037,0.0299949,2.34443e-10
97.75,3.27249e-26,-0.0560316,0.008932,26.7008,0.0201028,0.0299988,2.34661e-10
97.76,3.21452e-26,-0.0560329,0.00893045,26.6978,0.0201019,0.0300026,2.3488e-10
97.77,3.15687e-26,-0.0560342,0.0089289,26.6948,0.020101,0.0300065,2.35099e-10
97.78,3.09956e-26,-0.0560355,0.00892734,26.6918,0.0201,0.0300104,2.35318e-10
97.79,3.04257e-26,-0.0560368,0.00892579,26.6888,0.0200991,0.0300142,2.35537e-10
97.8,2.98593e-26,-0.0560381,0.00892424,26.6858,0.0200982,0.0300181,2.35756e-10
97.81,2.92964e-26,-0.0560394,0.00892268,26.6828,0.0200973,0.0300219,2.35976e-10
97.82,2.87369e-26,-0.0560407,0.00892113,26.6798,0.0200964,0.0300258,2.36195e-10
97.83,2.81811e-26,-0.056042,0.00891958,26.6768,0.0200954,0.0300297,2.36415e-10
97.84,2.76289e-26,-0.0560433,0.00891803,26.6738,0.0200945,0.0300335,2.36636e-10
97.85,2.70804e-26,-0.0560446,0.00891648,26.6708,0.0200936,0.0300374,2.36856e-10
97.86,2.65356e-26,-0.0560459,0.00891492,26.6678,0.0200927,0.0300412,2.37077e-10
97.87,2.59947e-26,-0.0560472,0.00891337,26.6648,0.0200918,0.0300451,2.37298e-10
97.88,2.54576e-26,-0.0560485,0.00891182,26.6618,0.0200908,0.030049,2.37519e-10
97.89,2.49244e-26,-0.0560498,0.00891027,26.6588,0.0200899,0.0300528,2.3774e-10
97.9,2.43952e-26,-0.0560511,0.00890872,26.6558,0.020089,0.0300567,2.37961e-10
97.91,2.38701e-26,-0.0560524,0.00890717,26.6528,0.0200881,0.0300605,2.38183e-10
97.92,2.3349e-26,-0.0560537,0.00890562,26.6498,0.0200871,0.0300644,2.38405e-10
97.93,2.2832e-26,-0.056055,0.00890407,26.6468,0.0200862,0.0300683,2.38627e-10
97.94,2.23191e-26,-0.0560563,0.00890252,26.6438,0.0200853,0.0300721,2.38849e-10
97.95,2.18105e-26,-0.0560576,0.00890097,26.6408,0.0200844,0.030076,2.39072e-10
97.96,2.13062e-26,-0.0560589,0.00889942,26.6378,0.0200835,0.0300798,2.39295e-10
97.97,2.08062e-26,-0.0560602,0.00889787,26.6348,0.0200825,0.0300837,2.39518e-10
97.98,2.03105e-26,-0.0560615,0.00889632,26.6318,0.0200816,0.0300875,2.39741e-10
97.99,1.98193e-26,-0.0560628,0.00889477,26.6288,0.0200807,0.0300914,2.39964e-10
98,1.93324e-26,-0.0560641,0.00889322,26.6258,0.0200798,0.0300952,2.40188e-10
98.01,1.88501e-26,-0.0560654,0.00889167,26.6228,0.0200788,0.0300991,2.40412e-10
98.02,1.83723e-26,-0.0560667,0.00889013,26.6198,0.0200779,0.030103,2.40636e-10
98.03,1.78991e-26,-0.056068,0.00888858,26.6168,0.020077,0.0301068,2.4086e-10
98.04,1.74305e-26,-0.0560693,0.00888703,26.6137,0.0200761,0.0301107,2.41085e-10
98.05,1.69666e-26,-0.0560706,0.00888548,26.6107,0.0200752,0.0301145,2.41309e-10
98.06,1.65073e-26,-0.0560719,0.00888393,26.6077,0.0200742,0.0301184,2.41534e-10
98.07,1.60528e-26,-0.0560732,0.00888239,26.6047,0.0200733,0.0301222,2.41759e-10
98.08,1.5603e-26,-0.0560745,0.00888084,26.6017,0.0200724,0.0301261,2.41985e-10
98.09,1.51581e-26,-0.0560758,0.00887929,26.5987,0.0200715,0.0301299,2.4221e-10
98.1,1.4718e-26,-0.0560771,0.00887775,26.5957,0.0200705,0.0301338,2.42436e-10
98.11,1.42827e-26,-0.0560784,0.0088762,26.5927,0.0200696,0.0301376,2.42662e-10
98.12,1.38523e-26,-0.0560797,0.00887465,26.5897,0.0200687,0.0301415,2.42888e-10
98.13,1.34269e-26,-0.056081,0.00887311,26.5867,0.0200678,0.0301454,2.43115e-10
98.14,1.30064e-26,-0.0560823,0.00887156,26.5837,0.0200668,0.0301492,2.43341e-10
98.15,1.25909e-26,-0.0560836,0.00887002,26.5807,0.0200659,0.0301531,2.43568e-10
98.16,1.21805e-26,-0.0560849,0.00886847,26.5777,0.020065,0.0301569,2.43795e-10
98.17,1.1775e-26,-0.0560862,0.00886692,26.5747,0.020064,0.0301608,2.44022e-10
98.18,1.13746e-26,-0.0560875,0.00886538,26.5717,0.0200631,0.0301646,2.4425e-10
98.19,1.09793e-26,-0.0560888,0.00886383,26.5687,0.0200622,0.0301685,2.44478e-10
98.2,1.05892e-26,-0.0560901,0.00886229,26.5657,0.0200613,0.0301723,2.44706e-10
98.21,1.02041e-26,-0.0560914,0.00886075,26.5627,0.0200603,0.0301762,2.44934e-10
98.22,9.82421e-27,-0.0560926,0.0088592,26.5597,0.0200594,0.03018,2.45162e-10
98.23,9.44947e-27,-0.0560939,0.00885766,26.5566,0.0200585,0.0301839,2.45391e-10
98.24,9.07991e-27,-0.0560952,0.00885611,26.5536,0.0200576,0.0301877,2.4562e-10
98.25,8.71556e-27,-0.0560965,0.00885457,26.5506,0.0200566,0.0301916,2.45849e-10
98.26,8.35641e-27,-0.0560978,0.00885303,26.5476,0.0200557,0.0301954,2.46078e-10
98.27,8.0025e-27,-0.0560991,0.00885148,26.5446,0.0200548,0.0301993,2.46307e-10
98.28,7.65382e-27,-0.0561004,0.00884994,26.5416,0.0200538,0.0302031,2.46537e-10
98.29,7.31039e-27,-0.0561017,0.0088484,26.5386,0.0200529,0.030207,2.46767e-10
98.3,6.97222e-27,-0.056103,0.00884685,26.5356,0.020052,0.0302108,2.46997e-10
98.31,6.63931e-27,-0.0561043,0.00884531,26.5326,0.0200511,0.0302147,2.47228e-10
98.32,6.31167e-27,-0.0561056,0.00884377,26.5296,0.0200501,0.0302185,2.47458e-10
98.33,5.9893e-27,-0.0561069,0.00884223,26.5266,0.0200492,0.0302224,2.47689e-10
98.34,5.67221e-27,-0.0561082,0.00884069,26.5236,0.0200483,0.0302262,2.4792e-10
98.35,5.3604e-27,-0.0561094,0.00883914,26.5206,0.0200473,0.0302301,2.48151e-10
98.36,5.05387e-27,-0.0561107,0.0088376,26.5176,0.0200464,0.0302339,2.48383e-10
98.37,4.75262e-27,-0.056112,0.00883606,26.5146,0.0200455,0.0302378,2.48614e-10
98.38,4.45664e-27,-0.0561133,0.00883452,26.5115,0.0200446,0.0302416,2.48846e-10
98.39,4.16593e-27,-0.0561146,0.00883298,26.5085,0.0200436,0.0302454,2.49079e-10
98.4,3.88048e-27,-0.0561159,0.00883144,26.5055,0.0200427,0.0302493,2.49311e-10
98.41,3.60029e-27,-0.0561172,0.0088299,26.5025,0.0200418,0.0302531,2.49543e-10
98.42,3.32534e-27,-0.0561185,0.00882836,26.4995,0.0200408,0.030257,2.49776e-10
98.43,3.05563e-27,-0.0561198,0.00882682,26.4965,0.0200399,0.0302608,2.50009e-10
98.44,2.79114e-27,-0.0561211,0.00882528,26.4935,0.020039,0.0302647,2.50243e-10
98.45,2.53186e-27,-0.0561224,0.00882374,26.4905,0.020038,0.0302685,2.50476e-10
98.46,2.27778e-27,-0.0561236,0.0088222,26.4875,0.0200371,0.0302724,2.5071e-10
98.47,2.02886e-27,-0.0561249,0.00882066,26.4845,0.0200362,0.0302762,2.50944e-10
98.48,1.78511e-27,-0.0561262,0.00881912,26.4815,0.0200352,0.0302801,2.51178e-10
98.49,1.54648e-27,-0.0561275,0.00881758,26.4785,0.0200343,0.0302839,2.51412e-10
98.5,1.31297e-27,-0.0561288,0.00881604,26.4755,0.0200334,0.0302877,2.51647e-10
98.51,1.08455e-27,-0.0561301,0.00881451,26.4724,0.0200324,0.0302916,2.51882e-10
98.52,8.61184e-28,-0.0561314,0.00881297,26.4694,0.0200315,0.0302954,2.52117e-10
98.53,6.42854e-28,-0.0561327,0.00881143,26.4664,0.0200306,0.0302993,2.52352e-10
98.54,4.29528e-28,-0.0561339,0.00880989,26.4634,0.0200296,0.0303031,2.52588e-10
98.55,2.21175e-28,-0.0561352,0.00880835,26.4604,0.0200287,0.030307,2.52823e-10
